"Time_Iter","Outer_Iter","Inner_Iter",       "CD"       ,       "CL"       
          0,           0,           0,       1.331703149,      0.1350615282
          0,           0,          10,       6.507331847,    -0.03663083474
          0,           0,          20,       2.908117526,    0.006034331301
          0,           0,          30,      -3.743497182,     0.06650993413
          0,           0,          40,      -3.264024236,     -0.0667184062
          0,           0,          50,       1.907917443,    -0.07478315009
          0,           0,          60,       2.759594661,      0.0516474647
          0,           0,          70,      -0.156692368,      0.1013907974
          0,           0,          80,      -2.188130411,    -0.03199241116
          0,           0,          90,      -0.831208736,    -0.09666685023
          0,           0,         100,       1.657660027,    0.004678569339
          0,           0,         110,      0.9832057449,      0.0951174198
          0,           0,         120,       -1.04977359,     0.02043499049
          0,           0,         130,     -0.9598844491,    -0.08027577969
          0,           0,         140,      0.7069909683,    -0.02707462524
          0,           0,         150,      0.8452322138,      0.0655793829
          0,           0,         160,     -0.3169082232,     0.04612444454
          0,           0,         170,     -0.7291935416,    -0.04473626795
          0,           0,         180,     0.05689234255,    -0.04909090982
          0,           0,         190,       0.586142975,     0.03406478922
          0,           0,         200,     0.05913621332,     0.05092143898
          0,           0,         210,     -0.4487749816,    -0.02049178244
          0,           0,         220,     -0.2543002135,    -0.04625169642
          0,           0,         230,      0.3054608982,   0.0002372003825
          0,           0,         240,      0.2653508661,     0.03946329815
          0,           0,         250,     -0.1800150985,     0.01364172022
          0,           0,         260,     -0.2538693805,    -0.02569968159
          0,           0,         270,    0.006540613612,    -0.02425637646
          0,           0,         280,      0.2161547245,     0.01667836953
          0,           0,         290,     0.06984959349,     0.02676530258
          0,           0,         300,     -0.1671013999,   -0.006537565843
          0,           0,         310,    -0.08307985023,    -0.02045740558
          0,           0,         320,      0.1157406239,    0.002141151542
          0,           0,         330,      0.1032956607,     0.01726439808
          0,           0,         340,    -0.04832875465,    0.008832365535
          0,           0,         350,     -0.1017266123,    -0.01035621931
          0,           0,         360,   0.0007972697377,   -0.009831262545
          0,           0,         370,     0.07833759394,    0.008285344459
          0,           0,         380,    0.005579433887,     0.00969555208
          0,           0,         390,     -0.0645184624,     -0.0042325722
          0,           0,         400,    -0.02501008954,   -0.007919828185
          0,           0,         410,     0.04580970551,    0.003096931394
          0,           0,         420,     0.02060105733,    0.007129536694
          0,           0,         430,    -0.03609270993,  -0.0006369667358
          0,           0,         440,    -0.02985963191,   -0.005000899339
          0,           0,         450,     0.01456615375,   -0.001540394706
          0,           0,         460,     0.02528146833,    0.004072876043
          0,           0,         470,   -0.006396539273,     0.00289902398
          0,           0,         480,    -0.02389214339,   -0.002387161565
          0,           0,         490,  -0.0007831368878,    -0.00225592634
          0,           0,         500,     0.01611951872,    0.001931266196
          0,           0,         510,  -0.0004113135033,     0.00221349464
          0,           0,         520,    -0.01490953702,   -0.001156639332
          0,           0,         530,   -0.003814766362,   -0.001598365312
          0,           0,         540,     0.00909911938,   0.0009865259456
          0,           0,         550,    0.002538569235,    0.001612691784
          0,           0,         560,   -0.008956129207,  -0.0002470529164
          0,           0,         570,   -0.006098887531,   -0.001187617721
          0,           0,         580,    0.004026548624,   5.957007807e-05
          0,           0,         590,    0.002923628631,   0.0009949408568
          0,           0,         600,   -0.004750409928,   0.0001418092563
          0,           0,         610,   -0.005390166839,  -0.0006811139913
          0,           0,         620,  -0.0006504495286,  -0.0004975786728
          0,           0,         630,    0.002697596074,   0.0004326833893
          0,           0,         640,  -0.0006362536007,   0.0004925371691
          0,           0,         650,   -0.004045293119,  -0.0002016623303
          0,           0,         660,   -0.002865804147,  -0.0004897364468
          0,           0,         670,   0.0008660317546,  -3.809383721e-05
          0,           0,         680,   0.0009310057409,   0.0003368548477
          0,           0,         690,   -0.001685151485,   0.0001554457652
          0,           0,         700,   -0.002835473126,  -0.0002611665065
          0,           0,         710,   -0.001146194449,  -0.0002964379277
          0,           0,         720,   0.0005468167455,   5.594818543e-05
          0,           0,         730,  -0.0001437281088,   0.0001706487189
          0,           0,         740,   -0.001732962615,  -2.832084698e-05
          0,           0,         750,   -0.001938722421,  -0.0002463532978
          0,           0,         760,  -0.0008954829912,  -0.0002126663764
          0,           0,         770,    7.55988488e-05,   1.525557971e-05
          0,           0,         780,  -0.0003934917985,   0.0001001421283
          0,           0,         790,   -0.001335275519,     -1.407392e-05
          0,           0,         800,    -0.00152953568,  -0.0001572061866
          0,           0,         810,  -0.0007225911979,  -0.0001440961308
          0,           0,         820,  -0.0001858037787,  -2.281367254e-05
          0,           0,         830,  -0.0004198360723,   2.454199785e-05
          0,           0,         840,    -0.00105082134,  -5.163527905e-05
          0,           0,         850,   -0.001245874519,  -0.0001564993823
          0,           0,         860,  -0.0007941261797,  -0.0001634732093
          0,           0,         870,  -0.0003701947054,  -7.964435422e-05
          0,           0,         880,   -0.000442932621,  -1.833723869e-05
          0,           0,         890,   -0.000864685203,  -4.494080069e-05
          0,           0,         900,  -0.0009982535195,  -0.0001034959385
          0,           0,         910,  -0.0006908908517,   -9.63785019e-05
          0,           0,         920,  -0.0004244805426,  -3.648287257e-05
          0,           0,         930,  -0.0005478262818,  -1.392614483e-05
          0,           0,         940,   -0.000816776055,  -6.008401288e-05
          0,           0,         950,  -0.0008254756019,   -0.000111940548
          0,           0,         960,  -0.0005894761831,   -0.000110048756
          0,           0,         970,  -0.0004555847576,  -7.460305018e-05
          0,           0,         980,  -0.0005731318158,   -6.12041488e-05
          0,           0,         990,  -0.0007234880209,  -7.825777741e-05
          0,           0,        1000,  -0.0006817164378,  -8.562817439e-05
          0,           0,        1010,   -0.000525934404,  -6.218997822e-05
          0,           0,        1020,  -0.0004785641173,  -3.595093727e-05
          0,           0,        1030,  -0.0005756232005,  -3.977429923e-05
          0,           0,        1040,  -0.0006475394781,  -6.498690878e-05
          0,           0,        1050,  -0.0005868763674,  -7.757971482e-05
          0,           0,        1060,  -0.0004867739662,  -6.588859306e-05
          0,           0,        1070,  -0.0004803992883,  -5.087686981e-05
          0,           0,        1080,  -0.0005510780977,  -5.203515391e-05
          0,           0,        1090,  -0.0005789316037,  -6.239692944e-05
          0,           0,        1100,  -0.0005217146873,  -6.438619387e-05
          0,           0,        1110,  -0.0004598616842,  -5.657447056e-05
          0,           0,        1120,  -0.0004663236773,  -5.210135261e-05
          0,           0,        1130,  -0.0005089048578,   -5.64266183e-05
          0,           0,        1140,  -0.0005132337972,  -5.936281707e-05
          0,           0,        1150,  -0.0004719104974,  -5.065664149e-05
          0,           0,        1160,    -0.00044213724,  -3.476032497e-05
          0,           0,        1170,  -0.0004549517477,  -2.499486658e-05
          0,           0,        1180,  -0.0004762868269,  -2.754329995e-05
          0,           0,        1190,  -0.0004650973535,  -3.699448671e-05
          0,           0,        1200,  -0.0004319217036,  -4.558037005e-05
          0,           0,        1210,   -0.000416188558,  -5.084456216e-05
          0,           0,        1220,  -0.0004272482312,   -5.35303781e-05
          0,           0,        1230,  -0.0004367058708,  -5.247888339e-05
          0,           0,        1240,  -0.0004237932109,  -4.526392801e-05
          0,           0,        1250,   -0.000402402179,  -3.299119531e-05
          0,           0,        1260,  -0.0003956758612,  -2.132624824e-05
          0,           0,        1270,  -0.0004021637812,  -1.570347487e-05
          0,           0,        1280,  -0.0004020111176,  -1.673158186e-05
          0,           0,        1290,  -0.0003879433512,  -2.093048639e-05
          0,           0,        1300,  -0.0003737819548,  -2.503210701e-05
          0,           0,        1310,  -0.0003721920904,  -2.841848708e-05
          0,           0,        1320,  -0.0003772623177,  -3.155987845e-05
          0,           0,        1330,  -0.0003749615492,  -3.358708334e-05
          0,           0,        1340,  -0.0003628291184,  -3.259081947e-05
          0,           0,        1350,  -0.0003510636147,  -2.794440952e-05
          0,           0,        1360,   -0.000346842001,  -2.117838741e-05
          0,           0,        1370,  -0.0003458114733,  -1.441327289e-05
          0,           0,        1380,  -0.0003408837625,  -8.949853717e-06
          0,           0,        1390,   -0.000333022413,  -5.659793903e-06
          0,           0,        1400,  -0.0003285375942,   -5.53255934e-06
          0,           0,        1410,  -0.0003288891055,   -8.83340952e-06
          0,           0,        1420,  -0.0003285937189,  -1.404297387e-05
          0,           0,        1430,  -0.0003231049747,  -1.835157628e-05
          0,           0,        1440,  -0.0003144692597,  -1.948190566e-05
          0,           0,        1450,   -0.000307517366,  -1.709092677e-05
          0,           0,        1460,  -0.0003032874915,  -1.256592127e-05
          0,           0,        1470,   -0.000298984448,  -7.742318374e-06
          0,           0,        1480,  -0.0002932974981,  -3.936322502e-06
          0,           0,        1490,   -0.000288594316,  -1.761462273e-06
          0,           0,        1499,  -0.0002871472554,   -1.15141269e-06
