group,label,lambda_real,lambda_imag,zeta,freq_hz,lon_frac,lat_frac,oth_frac
44,roll,-23.705553193995655,0.0,1.0,0.0,0.002785681367371635,0.9960401278459926,0.0011741907861136278
44,short-period,-0.6820318008300713,1.6506612873133097,0.3818734720827938,0.2627109032463445,0.8754297592592623,0.005535323924704268,0.11903491681541031
44,dutch-roll,-0.7837016804029163,1.1297963358794683,0.5699643935449222,0.17981267154232863,0.0036322290094109645,0.9304127047950402,0.0659550661946868
44,phugoid,-0.028957233172724067,0.1896440195251623,0.15094309019427488,0.030182783135245497,0.08982056111013398,7.968595695612005e-06,0.9101714702936627
44,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
45,roll,-23.783183783073728,0.0,1.0,0.0,0.0028170811228888774,0.996032336879839,0.0011505819967449942
45,short-period,-0.6671587597325217,1.5979598216674997,0.3852757133042148,0.2543232044806262,0.8687476307727489,0.005787065594398111,0.12546530363223016
45,dutch-roll,-0.7663091239363443,1.1250340005255532,0.5629558703941319,0.1790547223300918,0.003990058510427813,0.9275065048620256,0.06850343662668695
45,phugoid,-0.028078357411750247,0.18932807924515674,0.1467007714956076,0.03013249967796077,0.08952641355458611,8.053261993928928e-06,0.910465533182912
45,spiral,-0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
46,roll,-23.863898743435747,0.0,1.0,0.0,0.002824652989379767,0.9960466266524478,0.001128720357640561
46,short-period,-0.649869335995537,1.5368547147491574,0.38946795559317776,0.2445980246664132,0.8601656004848087,0.006040011837244496,0.13379438767732535
46,dutch-roll,-0.7458697108380525,1.1167460912504519,0.5554074562722071,0.17773566060106222,0.004457446966621706,0.9234599290787163,0.07208262395380556
46,phugoid,-0.027115663419916166,0.1888915602181953,0.14209487141128854,0.030063025517066196,0.08918696936771903,8.037111304789447e-06,0.9108049935204682
46,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
47,roll,-23.947053450003096,0.0,1.0,0.0,0.0028130571774323924,0.9960959106348387,0.0010910321871921184
47,short-period,-0.6304755028178068,1.4678501366584518,0.39465788738786683,0.23361560496730668,0.8493232607377014,0.006379557174859056,0.1442971820868211
47,dutch-roll,-0.7228754139764286,1.1047836061737102,0.5475235965809394,0.17583177196943575,0.0050213485358831965,0.918104095512591,0.07687455595067413
47,phugoid,-0.026157433489096486,0.18841593220130048,0.1375093383700956,0.02998732696710439,0.08882585644611589,8.151445766878104e-06,0.9111659921076092
47,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
48,roll,-24.02180697130366,0.0,1.0,0.0,0.002783769412580406,0.9961678402746114,0.001048390312266736
48,short-period,-0.6097838499887346,1.3920249020332711,0.40124569330081916,0.22154764406560645,0.8357388957978389,0.006840175543122622,0.15742092865842472
48,dutch-roll,-0.697939046904574,1.0898885185656628,0.5392786354406067,0.17346114514882818,0.005807920498082989,0.9114230540949384,0.0827690254061327
48,phugoid,-0.025097969312431252,0.18773248489050043,0.13251112788625516,0.029878552949247697,0.08838847904773636,8.145495990481548e-06,0.9116033754557652
48,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
49,roll,-24.097582443397982,0.0,1.0,0.0,0.002737123617482823,0.9962528324378701,0.0010100439441006988
49,short-period,-0.5884518912685988,1.310247872661409,0.4096931525171964,0.2085324256097035,0.8187772727237983,0.007559229550020616,0.17366349772557418
49,dutch-roll,-0.6717269113733569,1.072414635933974,0.5308327702411745,0.17068009035298728,0.006998996208498108,0.9029849498899386,0.09001605390072524
49,phugoid,-0.023980152905821152,0.18693314362405472,0.12723930549335896,0.029751333835475527,0.08790197291571676,8.213336435465855e-06,0.9120898137473399
49,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
50,roll,-23.661804546567232,0.0,1.0,0.0,0.0022654977171769567,0.9965629415457669,0.001171560736549127
50,short-period,-0.7103555209438165,1.7667741533197598,0.3730406153131273,0.28119083982783794,0.8879366677782099,0.004673474943513052,0.1073898572776586
50,dutch-roll,-0.8200075338269983,1.1187896406130442,0.5911582128252056,0.1780609015835711,0.0026508846499243293,0.9327827632539912,0.06456635209522177
50,phugoid,-0.03185692352986014,0.1903668037666212,0.1650498531501443,0.030297817820062606,0.09068104019117412,7.821043066970902e-06,0.9093111387652522
50,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
51,roll,-23.72590441244561,0.0,1.0,0.0,0.0023190707199437608,0.9965078286104252,0.001173100669120122
51,short-period,-0.7057624196773972,1.7473903983145793,0.37450206954260484,0.2781058194030812,0.8861001814343488,0.004829270504093636,0.10907054806093751
51,dutch-roll,-0.8136923374519666,1.1232239558793702,0.5866626977233577,0.17876664477743473,0.0028266542040716455,0.9327911052124784,0.06438224058258706
51,phugoid,-0.03123539730118655,0.19022691353813836,0.16203092511621062,0.030275553598709308,0.09050940881790305,7.777430864508204e-06,0.9094828137507256
51,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
52,roll,-23.813443742471716,0.0,1.0,0.0,0.002395926589520521,0.9964333121947522,0.0011707612152113004
52,short-period,-0.7008041065606934,1.7210133477117855,0.37713558275408515,0.2739077814154615,0.8834657802234691,0.005054630009954915,0.11147958976595405
52,dutch-roll,-0.806303088407267,1.1293322151373557,0.581065066005126,0.17973880443202994,0.003098012520597626,0.93293137035839,0.06397061712014897
52,phugoid,-0.030409151080887195,0.19006085638137646,0.15798753290190337,0.030249124781374863,0.09027485048804697,7.80588977783387e-06,0.909717343621668
52,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
53,roll,-23.882730753221626,0.0,1.0,0.0,0.0024506971257751463,0.9963801622845334,0.0011691405891710303
53,short-period,-0.6924311953829351,1.687822207327017,0.3795522816628403,0.26862524735636856,0.8798610474043478,0.005271066620597343,0.11486788597443189
53,dutch-roll,-0.7961573643274266,1.1312910391750715,0.5755241880749629,0.18005056096027963,0.0033557881945181145,0.932081951117717,0.06456226068690193
53,phugoid,-0.029667718592629427,0.18988615548278187,0.15436675642455322,0.030221320269800938,0.09004745071425146,7.990847598199047e-06,0.9099445584376429
53,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
54,roll,-23.955421146568185,0.0,1.0,0.0,0.002491555895897393,0.9963556054798939,0.0011528386236835417
54,short-period,-0.6814953712996125,1.6470652945480238,0.38232837512032775,0.26213858322242656,0.8750810918284498,0.005487259414687012,0.11943164875623966
54,dutch-roll,-0.7829319772802387,1.130143408553222,0.5694680894775638,0.17986790987396867,0.0036480001512188935,0.93040761512067,0.06594438472724903
54,phugoid,-0.028874813379565725,0.18963274922719323,0.15053195789997625,0.0301809894116136,0.08979184010652101,8.084242598164774e-06,0.9102000756503731
54,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
55,roll,-24.03028567492792,0.0,1.0,0.0,0.0025160912678039893,0.9963449040683676,0.0011390046632987513
55,short-period,-0.6681297194844573,1.599178400541446,0.38550279718272473,0.25451714733196207,0.8690082434014937,0.005708049172891635,0.12528370742499148
55,dutch-roll,-0.7673377071732542,1.1258457187873072,0.5631943341109303,0.1791839113038479,0.003976428194641516,0.9278314599739125,0.06819211183058593
55,phugoid,-0.028053809728232834,0.18931814764122903,0.14658279814458594,0.030130919014102846,0.0895193904059886,8.289436314664074e-06,0.9104723201571889
55,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
56,roll,-24.10826830363046,0.0,1.0,0.0,0.0025256872830969604,0.9963642548734308,0.0011100578429380263
56,short-period,-0.6525680889438008,1.5441235029013771,0.38927822864069095,0.24575488823112676,0.8613453920318189,0.005979224750882897,0.13267538321667638
56,dutch-roll,-0.7488590668646347,1.1184619514364877,0.5563541248983965,0.17800874823132443,0.0043795098159732,0.9241989305472913,0.07142155963587857
56,phugoid,-0.027220146480051936,0.18893493297085862,0.14259920161587253,0.030069928505048065,0.08921924024660496,8.251951351375209e-06,0.9107725078015357
56,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
57,roll,-24.177858583720464,0.0,1.0,0.0,0.0025200217731354145,0.9963949707362204,0.0010850074901056534
57,short-period,-0.6351976517809845,1.4822311305871165,0.3938961103448318,0.23590441123762823,0.8517874084715245,0.0062898433162116955,0.14192274821164447
57,dutch-roll,-0.7284205479350061,1.108302800679098,0.5492343786361256,0.17639186917067007,0.004865407854781862,0.9195935307783788,0.07554106136598644
57,phugoid,-0.026337198847015443,0.188495281311117,0.13837915237091813,0.02999995577016163,0.0888843812808751,8.266244291162647e-06,0.9111073524743257
57,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
58,roll,-24.249365748504268,0.0,1.0,0.0,0.00250004975664893,0.9964538553249791,0.001046094917829064
58,short-period,-0.6166208400745471,1.4146573137545653,0.3995719945467128,0.22514970426514136,0.8400793159529566,0.006678111759855176,0.15324257228657262
58,dutch-roll,-0.7060452919769631,1.0953064001371018,0.5417995579790759,0.17432342778200918,0.005518633764723129,0.9138471191947307,0.08063424703969826
58,phugoid,-0.02540328521924804,0.18792652440007795,0.13395833607353386,0.029909435296352087,0.08850668668433283,8.342995819404609e-06,0.9114849703193397
58,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
59,roll,-24.311458163775963,0.0,1.0,0.0,0.0024666937130782777,0.9965117186617767,0.0010215876245979537
59,short-period,-0.5972748361107952,1.3417052157551994,0.4066850372650131,0.21353901725961794,0.8256675468378326,0.00725579251718437,0.1670766606443731
59,dutch-roll,-0.6826231928165973,1.0802199428551986,0.5342050073782305,0.17192234353184957,0.006431655807340831,0.9068416516803425,0.0867266925114749
59,phugoid,-0.024380509513612685,0.18722492518064532,0.12913017511687921,0.02979777231250997,0.08807355363919987,8.403943487819614e-06,0.9119180424168044
59,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
60,roll,-23.897028083732394,0.0,1.0,0.0,0.0020647338534247996,0.9967787457657027,0.0011565203803615516
60,short-period,-0.7084378803951143,1.7580284010484086,0.3737665913162206,0.27979891012279523,0.8872324036750547,0.004660031993090081,0.10810756433123582
60,dutch-roll,-0.8171753018854244,1.1211528402181807,0.5890159212006775,0.1784370164822414,0.002752802445388071,0.9328125295506802,0.06443466800306906
60,phugoid,-0.0315388645034782,0.1902916020410522,0.1635091019755504,0.030285849093709256,0.0905954710091431,7.744284863795854e-06,0.9093967847054863
60,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
61,roll,-23.960318895481542,0.0,1.0,0.0,0.0021079120261793755,0.9967352643162681,0.0011568236570377688
61,short-period,-0.7039648194680364,1.7388546405819894,0.3752581182993483,0.27674731136690467,0.8853357799368501,0.004801323377310492,0.10986289668521876
61,dutch-roll,-0.8110779256269256,1.1247568933891101,0.5848996422623723,0.1790106193595608,0.0029219594856972984,0.9327992686058504,0.06427877190758925
61,phugoid,-0.03096230603510144,0.19020793506048939,0.16066662204291374,0.030272533080179114,0.09044275300004172,7.795426294595202e-06,0.9095494515731567
61,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
62,roll,-24.036267831340293,0.0,1.0,0.0,0.0021698835515146023,0.9966686939421274,0.0011614225058387206
62,short-period,-0.6989655889861252,1.713239345630446,0.37775070479369366,0.2726705105566096,0.8827292059858924,0.00503332244595485,0.11223747156753032
62,dutch-roll,-0.8041214012164788,1.1298832910210759,0.5798344768001095,0.17982651088294274,0.0031774946387629894,0.9328342196628233,0.0639882856975501
62,phugoid,-0.030212141803537942,0.19000670046304202,0.157032940061549,0.030240505599274256,0.09020996021051984,7.960327838096299e-06,0.9097820794611348
62,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
63,roll,-24.104396693413605,0.0,1.0,0.0,0.002213329066290145,0.996627939792949,0.0011587311402375395
63,short-period,-0.6911672745645383,1.6818921357371694,0.3801024361736577,0.2676814471499555,0.8792657651094268,0.005229916332997495,0.1155043185569524
63,dutch-roll,-0.7945182629301463,1.1314003106814075,0.5746937952127827,0.18006795206065213,0.0034166601805582135,0.931973027367642,0.0646103124509366
63,phugoid,-0.029511983379737292,0.18983091740851243,0.15361923148102166,0.03021252885723408,0.09000386324139471,8.036280788111536e-06,0.9099881004773097
63,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
64,roll,-24.16478274535477,0.0,1.0,0.0,0.0022474234915946197,0.9966097758675807,0.0011428006402970307
64,short-period,-0.6810572958022254,1.6442533449692214,0.3826763632203476,0.261691047547235,0.8748124637213218,0.005452193224285972,0.11973534305376865
64,dutch-roll,-0.7826052990073745,1.1303312374155534,0.5692435559468434,0.17989780376586403,0.003692441506106058,0.9304152886815925,0.06589226981143931
64,phugoid,-0.02880577600975783,0.1896143389884899,0.15019442750765374,0.03017805933112046,0.08976917748981801,8.20563769401828e-06,0.9102226168719804
64,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
65,roll,-24.238154116423097,0.0,1.0,0.0,0.0022687227754861995,0.9966017300868812,0.001129547137100727
65,short-period,-0.6688690279541923,1.6000912863387273,0.3856784951519251,0.25466243761907775,0.8692202895738425,0.0056635211434476265,0.12511618928208654
65,dutch-roll,-0.7680223270499564,1.1264262510083043,0.5633390421466874,0.1792763058764437,0.00400687813493555,0.9280257397691059,0.06796738209509835
65,phugoid,-0.028061353555842907,0.18932518915526972,0.14661603180106486,0.030132039705869272,0.08952461306848668,8.245255544464434e-06,0.9104671416754611
65,spiral,-0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
66,roll,-24.303086352863534,0.0,1.0,0.0,0.002278304699083644,0.9966098108939243,0.0011118844064562476
66,short-period,-0.6547890032450606,1.550091077825115,0.3891264192204594,0.24670465727851087,0.8622761307043932,0.005915669939777959,0.1318081993552067
66,dutch-roll,-0.751589371834223,1.1200578949169422,0.557204471478584,0.17826275052513402,0.004361489902324317,0.9249355207340595,0.07070298936275857
66,phugoid,-0.027294249422426274,0.1889718836359668,0.1429520957334139,0.03007580938605056,0.08923201038082602,8.33700896853838e-06,0.9107596526096974
66,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
67,roll,-24.37018491029378,0.0,1.0,0.0,0.0022767637812066066,0.9966431063154966,0.0010801299027567701
67,short-period,-0.639141536793217,1.4943121102462682,0.39325490934942003,0.23782715886777486,0.8538040556035065,0.006188269182989003,0.14000767521288457
67,dutch-roll,-0.7330027959428779,1.1110932965719196,0.5506753776166154,0.17683599038569026,0.004784660783481892,0.9208143586520687,0.07440098056359515
67,phugoid,-0.026479601744137146,0.1885301697460515,0.13908766934657837,0.030005508437038194,0.08891979586230375,8.351970457460401e-06,0.9110718521667308
67,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
68,roll,-24.439003783867687,0.0,1.0,0.0,0.002262768758005025,0.9966844524820859,0.0010527787593652502
68,short-period,-0.6223116259625976,1.433245013551906,0.39827480939454313,0.22810802856859635,0.8434945764957238,0.006551957338299163,0.14995346616536023
68,dutch-roll,-0.712723557976758,1.0997496137184561,0.5438540157648768,0.17503058718669479,0.005343615416864977,0.9157560111068896,0.0789003734753958
68,phugoid,-0.025633134971057053,0.18805745015305875,0.13505598097056298,0.02993027277711701,0.08858745722737565,8.396872747464381e-06,0.9114041458993689
68,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
69,roll,-24.49832525349394,0.0,1.0,0.0,0.0022393948191395344,0.9967378033016386,0.001022801878674016
69,short-period,-0.604669978357339,1.367442024074446,0.4044164285162322,0.21763515752303464,0.831058842509258,0.00702679923194149,0.16191435825818842
69,dutch-roll,-0.6914827465336321,1.0864613733393893,0.5369297841351159,0.17291569804537296,0.006079618374581856,0.9097606483398273,0.08415973328474652
69,phugoid,-0.024734291680751374,0.18746648153856435,0.13080617649077603,0.02983621720090806,0.08821524154171165,8.378107132054249e-06,0.9117763803506483
69,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
70,roll,-24.101428718746014,0.0,1.0,0.0,0.0018928910025319476,0.996955681209639,0.0011514277873146375
70,short-period,-0.7067733965190449,1.7500040554946141,0.3744817223065795,0.2785217958628314,0.8865232253699468,0.0046610234848167885,0.10881575114461632
70,dutch-roll,-0.8147286556685476,1.122969216624533,0.5872396562477142,0.17872610176582784,0.00285105937815659,0.9329094522855383,0.06423948833544195
70,phugoid,-0.03127670944043562,0.1902545989556319,0.16221660362956994,0.030279959869754968,0.09052715907804675,7.881680008708242e-06,0.9094649592414377
70,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
71,roll,-24.153676712102236,0.0,1.0,0.0,0.0019294208332840716,0.996919774188744,0.0011508049774541186
71,short-period,-0.7023528216074714,1.7313338876428546,0.3759168738569686,0.27555034636086845,0.884661048110444,0.0048011046471123095,0.11053784724182238
71,dutch-roll,-0.8090118085926635,1.1262253016366306,0.5834160468629176,0.1792443237906306,0.003011040163671694,0.9327525660556027,0.06423639377986219
71,phugoid,-0.03074768825838858,0.19016694521574334,0.15961492661119078,0.03026600934377121,0.09038339427173052,7.9211164255772e-06,0.9096086846113368
71,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
72,roll,-24.218568924294313,0.0,1.0,0.0,0.00198057454022978,0.9968741967423884,0.0011452287168598027
72,short-period,-0.6974174695584022,1.7065328049023067,0.37830309839523013,0.27160313144867915,0.8820768767874115,0.005014436359250376,0.1129086868527154
72,dutch-roll,-0.8023542085000821,1.1306358697836296,0.5787313975708909,0.17994628751306915,0.0032454994431675723,0.9326315693324481,0.06412293122352085
72,phugoid,-0.030058567379474058,0.18999283736076258,0.1562653704694736,0.030238299218019897,0.09017338627579216,7.942963158651165e-06,0.9098186707605418
72,spiral,-0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
73,roll,-24.28555434072153,0.0,1.0,0.0,0.002015548239513761,0.9968336481393646,0.0011508036205958498
73,short-period,-0.6900293150920128,1.6769150439381062,0.3805304821497374,0.26688931838791247,0.8787629288510591,0.005216149332762504,0.11602092181555496
73,dutch-roll,-0.793244013310345,1.1316376071126977,0.5739953053204194,0.18010571896067,0.0034869859821707013,0.9319506736150802,0.06456234040188596
73,phugoid,-0.029400444968605378,0.18980710687623886,0.15307101420741054,0.03020873929332509,0.08996641167309938,8.131143257578454e-06,0.9100254571831355
73,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
74,roll,-24.344841995717662,0.0,1.0,0.0,0.0020444194938325747,0.9968211831942421,0.0011343973113956015
74,short-period,-0.6807130110515048,1.6416386990261052,0.3830311317038321,0.26127491372095285,0.8745691381522933,0.0054171563465481125,0.12001370550053483
74,dutch-roll,-0.7819926278572634,1.130621350860158,0.5688434616067456,0.17994397675463028,0.0037364613721677293,0.9304074866563994,0.06585605197057101
74,phugoid,-0.02875085698752951,0.1895774659488308,0.14994302218977335,0.03017219080459189,0.08974192145943374,8.160963252075495e-06,0.9102499175768065
74,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
75,roll,-24.41611823725023,0.0,1.0,0.0,0.00206231028708107,0.9968163298418236,0.0011213598705617426
75,short-period,-0.6695303281305323,1.6010956160108516,0.3857969355987657,0.2548222816508902,0.8694227782364592,0.005627158386767446,0.12495006337614993
75,dutch-roll,-0.768724733639837,1.1268726201008121,0.5635382311626049,0.17934734772395974,0.00402557978061179,0.9282094870176645,0.06776493320086342
75,phugoid,-0.028047344507978234,0.18928678292031367,0.14657350414651937,0.03012592716373047,0.0895105185711207,8.336771202275908e-06,0.9104811446571692
75,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
76,roll,-24.46885006694982,0.0,1.0,0.0,0.002071642191952261,0.9968230604553775,0.001105297352132964
76,short-period,-0.6566934026616381,1.5551832901709306,0.38900243150146324,0.247515108044621,0.8630939331337548,0.005843951869773478,0.13106211499584924
76,dutch-roll,-0.7537607242384804,1.1215184147573882,0.5578122134390215,0.1784951994772248,0.004360973233147865,0.9253453390669281,0.07029368769906594
76,phugoid,-0.0273274889511149,0.188984227302928,0.1431134652351907,0.03007777394166332,0.08925432817715626,8.272394949639553e-06,0.9107373994273862
76,spiral,-0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
77,roll,-24.533657086475994,0.0,1.0,0.0,0.002071286732051482,0.9968442647978826,0.0010844484695248344
77,short-period,-0.6424469116163607,1.5041823204592322,0.3927812962352154,0.23939805161252417,0.8554202394098606,0.006109495194413936,0.1384702653951049
77,dutch-roll,-0.7368670600156655,1.1134571279242114,0.5518775424749378,0.1772122058300431,0.004774746081192344,0.9217416952650909,0.07348355865286174
77,phugoid,-0.026597448030062837,0.1885978172253557,0.1396454901839611,0.030016274867757167,0.08896344177405606,8.340877795720029e-06,0.9110282173476402
77,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
78,roll,-24.6000550818404,0.0,1.0,0.0,0.0020624419556238478,0.9968781084075816,0.001059449636249781
78,short-period,-0.6270614185242158,1.4486585180452751,0.3972390756693337,0.23056116399908522,0.8462851735677037,0.006422088575198103,0.14729273785648028
78,dutch-roll,-0.7184063056149257,1.1033022134110473,0.5456608808317689,0.1755960009885974,0.00522506600912896,0.9172964958382303,0.07747843815178959
78,phugoid,-0.025837130824216584,0.1881956986157988,0.13601282355292146,0.029952275703336945,0.08867612950675643,8.452220538775426e-06,0.9113154182721968
78,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
79,roll,-24.65693809353711,0.0,1.0,0.0,0.00204506658997317,0.9969321163173464,0.0010228170921319322
79,short-period,-0.610914202420911,1.388954148648013,0.4026140348700011,0.22105891848532647,0.83534517305077,0.006846214062477735,0.15780861288613823
79,dutch-roll,-0.6990683728857381,1.09144123521126,0.5393525004489393,0.17370826767819603,0.005856991377876782,0.9118988977088894,0.08224411091238759
79,phugoid,-0.02501987131752719,0.1876575480081255,0.13215782917454938,0.029866626373997833,0.08832942171118806,8.586391811327371e-06,0.9116619918964927
79,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
80,roll,-24.27487655591096,0.0,1.0,0.0,0.0017442051462199148,0.9971175232357601,0.0011382716175026072
80,short-period,-0.70525734757784,1.7429314337252382,0.37509454963683925,0.27739615314761584,0.8858595005408944,0.004661786897301704,0.10947871256118334
80,dutch-roll,-0.8127644374403263,1.1244357250139345,0.5858088102815375,0.17895950382508682,0.0029527635853472825,0.9329130173630442,0.06413421905074534
80,phugoid,-0.031060515842033447,0.19023950754684651,0.16113697430842885,0.03027755799744855,0.09046121017167852,7.987869009866344e-06,0.9095308019588046
80,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
81,roll,-24.32651787008298,0.0,1.0,0.0,0.0017739033981987928,0.997080894972664,0.0011452016286168359
81,short-period,-0.7009095791096605,1.7245225925538639,0.37652564248255355,0.27446629507859804,0.8839934489965509,0.004800047503206863,0.11120650349962061
81,dutch-roll,-0.8072198570766171,1.1270818015278496,0.5822701013982059,0.1793806399820758,0.0031113597569972094,0.9327237510481429,0.0641648891939967
81,phugoid,-0.03055372482842863,0.19011304179710417,0.15867730111394404,0.030257430348245237,0.09032073444439534,8.101710498674049e-06,0.9096711638445988
81,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
82,roll,-24.38088449064363,0.0,1.0,0.0,0.00181729197897404,0.9970440725568948,0.0011386354636068515
82,short-period,-0.6960839919828518,1.7006210712622176,0.3788078300678862,0.27066224981761633,0.8814742566043345,0.005008517262858805,0.11351722613218379
82,dutch-roll,-0.8005942057888437,1.1310590261481233,0.5777421495890284,0.18001363494017913,0.003334103048215923,0.9325023413142877,0.06416355563663287
82,phugoid,-0.029909898440944126,0.18995218034848255,0.15554370245631435,0.03023182845354418,0.09012558273037775,8.19969636577825e-06,0.9098662175727491
82,spiral,-0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
83,roll,-24.447065589915756,0.0,1.0,0.0,0.0018466209831036204,0.9970189494008073,0.0011344296155611354
83,short-period,-0.6890854855207592,1.6723609849577348,0.38097020067109316,0.2661645173900543,0.8782883189626866,0.005190450990103456,0.11652123004658642
83,dutch-roll,-0.7918951537704142,1.1317966177012804,0.5732862146543385,0.1801310262818469,0.003562607778108245,0.9316988381749085,0.06473855404612022
83,phugoid,-0.029309520000601746,0.1897751052095577,0.15263379736977167,0.03020364606988561,0.08993031350314955,8.073706939520778e-06,0.9100616127894033
83,spiral,-0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
84,roll,-24.50481657443863,0.0,1.0,0.0,0.0018704019071780263,0.9970031741494267,0.0011264239428636293
84,short-period,-0.6803933865361925,1.639487758370128,0.38330621063832854,0.26093258088325677,0.8743775334288503,0.005394692458180507,0.12022777411234536
84,dutch-roll,-0.7814879504558725,1.1307539951612207,0.56854992169047,0.17996508775081738,0.0038014404624991754,0.9302787973737866,0.06591976216285235
84,phugoid,-0.028678771072540316,0.18954524405381096,0.14960035533559637,0.030167062530723696,0.08972622509136369,8.353782285988218e-06,0.9102654211258426
84,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
85,roll,-24.564221160935677,0.0,1.0,0.0,0.0018861997171817685,0.9969990838137012,0.001114716468581913
85,short-period,-0.6700839927890694,1.6017619670985686,0.3859317506571554,0.254928334720335,0.8695547079491928,0.005595130692356901,0.12485016135782677
85,dutch-roll,-0.7693632886235245,1.1274749829731507,0.5636520354040423,0.17944321675262748,0.004083103116222285,0.9283253476175584,0.06759154926535893
85,phugoid,-0.028040923676914107,0.18931252115242073,0.14652117458343603,0.030130023530596753,0.08950867751209474,8.396224293232893e-06,0.9104829262631042
85,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
86,roll,-24.61542459712294,0.0,1.0,0.0,0.001896197603957537,0.9970127573834302,0.0010910450120736027
86,short-period,-0.658266682595532,1.5592928260459775,0.3889211912210827,0.24816916099294822,0.863726203813805,0.005799113117655219,0.130474683067917
86,dutch-roll,-0.7555093059829642,1.1225372598176657,0.5583536742780086,0.17865735370481273,0.00437426798009274,0.9257490548112313,0.0698766772078176
86,phugoid,-0.027386277263188624,0.1890135942548311,0.14339318858415478,0.03008244783722224,0.08926787386124585,8.38352661291654e-06,0.9107237426116332
86,spiral,-0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
87,roll,-24.678417471728743,0.0,1.0,0.0,0.0018968860789643925,0.9970320563515653,0.0010710575689281405
87,short-period,-0.6452016352530665,1.5125248657999297,0.3923654706248682,0.24072580894146445,0.856773506452479,0.006062472210015513,0.13716402133688438
87,dutch-roll,-0.7399797801154311,1.1153589798166093,0.5528404905038659,0.1775148949597469,0.0047308992596890856,0.9223675831407148,0.07290151759874083
87,phugoid,-0.026706115856649018,0.18869517741285002,0.14013391968374098,0.030031770222857242,0.0890207691406227,8.500567476529604e-06,0.9109707302913927
87,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
88,roll,-24.732433041896122,0.0,1.0,0.0,0.0018921095358288968,0.9970591039012836,0.0010487865623418334
88,short-period,-0.6310777191495641,1.4616872141834485,0.3963802202330235,0.2326347453915178,0.8485854172890825,0.006340293423689273,0.14507428928660956
88,dutch-roll,-0.7232157203566535,1.1064477138966342,0.5471270105738205,0.17609662293937653,0.005158171314477466,0.918449535944399,0.0763922927402714
88,phugoid,-0.02601124973754398,0.18828663693047193,0.13684741479966428,0.02996674898563362,0.08873479189717841,8.486388956817317e-06,0.9112567217133568
88,spiral,-0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
89,roll,-24.787318062517215,0.0,1.0,0.0,0.0018793345013582005,0.9970971589957566,0.0010235065023361785
89,short-period,-0.6161877757005555,1.4072708494567878,0.4010956970720292,0.22397411196017827,0.8388972456905319,0.00669882798330239,0.15440392632555033
