group,label,lambda_real,lambda_imag,zeta,freq_hz,lon_frac,lat_frac,oth_frac
89,dutch-roll,-0.7054271186233676,1.0957696948325557,0.541302465704918,0.17439716342289893,0.005703158373766063,0.9137664642890886,0.08053037733629746
89,phugoid,-0.02525951995449079,0.18780642839068024,0.1332973869151902,0.02989032142281083,0.08842277607163561,8.620320087779414e-06,0.9115686036077686
89,spiral,-0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
90,roll,-24.418090109745247,0.0,1.0,0.0,0.0016154868669352542,0.9972493602885062,0.001135152844038696
90,short-period,-0.7039522637941502,1.736456190844508,0.375697563039473,0.276365586235427,0.8852588669343092,0.004668760568349494,0.11007237249672018
90,dutch-roll,-0.810937146780106,1.1259126619501167,0.5844376316679177,0.17919456563911523,0.0030458925579078568,0.9329481855493262,0.06400592189190255
90,phugoid,-0.03086281437985845,0.19020506206458812,0.16016597109550476,0.030272075828679943,0.09040532724897199,8.096452621687582e-06,0.9095865762978993
90,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
91,roll,-24.469434112337783,0.0,1.0,0.0,0.0016409199295169103,0.9972266655654891,0.0011324145044713128
91,short-period,-0.6996744487417034,1.7184748537998598,0.37709121476404545,0.27350376756136985,0.8833922367145784,0.00480912238701305,0.11179864089778649
91,dutch-roll,-0.8054030258826604,1.1281657985555176,0.5810329151785045,0.17955316346732605,0.003184599217450283,0.9326670289897633,0.06414837179192319
91,phugoid,-0.03037601931673811,0.19005858043838167,0.1578215327272348,0.03024876255379705,0.09026114897682169,8.02531852386431e-06,0.9097308257041472
91,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
92,roll,-24.533395254929793,0.0,1.0,0.0,0.0016746099441064487,0.997192905704467,0.0011324843508999812
92,short-period,-0.6949005935522308,1.6954411618650984,0.37924568669753156,0.2698378416322967,0.8809554990146208,0.005007793300949137,0.11403670768380685
92,dutch-roll,-0.7988428480890652,1.131258072208361,0.576831501057494,0.18004531410456892,0.003418405901008389,0.9323749547737645,0.06420663932436355
92,phugoid,-0.0297806083562137,0.18992105293253492,0.1549122817465274,0.03022687437143044,0.09009000976304839,8.104152638960312e-06,0.9099018860838053
92,spiral,-0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
93,roll,-24.587908796652975,0.0,1.0,0.0,0.0016999057239194676,0.9971721518508807,0.0011279424246701188
93,short-period,-0.6882676427492804,1.6686583619669761,0.38130538904969696,0.2655752266386694,0.8778865030301116,0.005191061422633248,0.11692243554663141
93,dutch-roll,-0.7909399478627983,1.1317939604248988,0.5728225992708762,0.1801306033631756,0.0036334308610652976,0.931589187143147,0.06477738199492487
93,phugoid,-0.029204177186748146,0.18974694930491576,0.1521199689489548,0.03019916491848462,0.0899028540133922,8.434773977599158e-06,0.9100887112121226
93,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
94,roll,-24.634126752325916,0.0,1.0,0.0,0.0017209471200093846,0.9971582227053551,0.0011208301741022972
94,short-period,-0.6801117174339036,1.637545692949629,0.3835584369471798,0.26062349157177656,0.8741540173397159,0.005377942724895365,0.1204680399347648
94,dutch-roll,-0.7814006847573927,1.1308455174277603,0.568475812684514,0.17997965397194013,0.0038629895637560304,0.9303227847762022,0.06581422565917971
94,phugoid,-0.028624207523060826,0.18951674455351536,0.14934403573451904,0.030162526694376003,0.0897045048222579,8.283108687173643e-06,0.9102872120685471
94,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
95,roll,-24.6929016324727,0.0,1.0,0.0,0.001735453831347985,0.9971640819698266,0.0011004641982888916
95,short-period,-0.6705346017455648,1.602300083373444,0.3860422330788744,0.2550139785854396,0.8696564436708929,0.005563954459624972,0.12477960186885848
95,dutch-roll,-0.7698071353027903,1.1280893432525232,0.563664335786845,0.1795409952279289,0.004119713454052953,0.9284013168731536,0.06747896967193283
95,phugoid,-0.028037413598783804,0.18930997317325463,0.14650515669545341,0.030129618007117574,0.08949817499494961,8.577271177535552e-06,0.9104932477333649
95,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
96,roll,-24.75271890842023,0.0,1.0,0.0,0.001743009673938216,0.9971630779062901,0.0010939124192319049
96,short-period,-0.6596496249382611,1.5629448858934931,0.38884174092842516,0.24875040437014775,0.8642912566898311,0.0057666768182071376,0.12994206649133896
96,dutch-roll,-0.7569090889103718,1.1232308628964123,0.5588276492122337,0.178767744063339,0.004396860224492107,0.9260158592398647,0.0695872805347845
96,phugoid,-0.027431468543118547,0.18903424755663262,0.1436095624350401,0.03008573491229512,0.08928552040509571,8.453535096776501e-06,0.9107060260592996
96,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
97,roll,-24.80390273536896,0.0,1.0,0.0,0.0017461758444382218,0.9971861655019828,0.0010676586530359133
97,short-period,-0.6475567804740463,1.5197228888766454,0.3919990763540407,0.24187140989461328,0.8579375278379251,0.0059920398037931494,0.1360704323576604
97,dutch-roll,-0.7426375360411965,1.1169476972317225,0.5536704389041915,0.17776774718953833,0.004748650921494761,0.9230255164862073,0.0722258325914419
97,phugoid,-0.02680654883816805,0.18872915544164895,0.14062569003101438,0.03003717799409711,0.08904323407595972,8.508073613790101e-06,0.9109482578499184
97,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
98,roll,-24.855828334075923,0.0,1.0,0.0,0.0017424675355153648,0.9972019031580175,0.001055629305920843
98,short-period,-0.6345744976393515,1.4729331584118637,0.3956660819934383,0.23442459300520582,0.8505017067495241,0.006255676370423493,0.14324261687943313
98,dutch-roll,-0.7273608958168263,1.1087279454051249,0.548528967097759,0.1764595330553467,0.005113606756720886,0.9195511928406611,0.07533520040176496
98,phugoid,-0.026143896678593435,0.1883622417729715,0.13747795527612036,0.029978781870039113,0.08879177518742137,8.50904611080662e-06,0.9111997157659598
98,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
99,roll,-24.90911701662806,0.0,1.0,0.0,0.0017337835851800854,0.9972343310407806,0.0010318853734898326
99,short-period,-0.6208224471099892,1.4228530951576197,0.3999125814453544,0.22645410338793812,0.8418206779571848,0.006566652050592102,0.15161266999160666
99,dutch-roll,-0.710840553680361,1.0992422576765082,0.5430176459175458,0.17494983896471122,0.005593405257052628,0.9152861841935462,0.07912041054855196
99,phugoid,-0.025474646426522904,0.18795536614996122,0.1343076213672936,0.02991402560341343,0.0885107813983797,8.506963774208562e-06,0.9114807116373381
99,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
100,roll,-21.79329482667671,0.0,1.0,0.0,0.006903241730167483,0.9918104717901912,0.0012862864791450452
100,short-period,-0.6873382400083677,1.6837350712487382,0.37794386499886523,0.2679747594464213,0.8776515428673177,0.006810516774337256,0.1155379403577242
100,dutch-roll,-0.790574906811452,1.1263592659685,0.5744974929282787,0.17926564487624563,0.0056614334914354995,0.9275571314807997,0.06678143502690614
100,phugoid,-0.029793689962307638,0.18993098548329912,0.1549707853316976,0.03022845518598207,0.09012288251794516,8.046477590238628e-06,0.9098690710039572
100,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
101,roll,-12.289766120690196,0.0,1.0,0.0,0.03376539732003673,0.9639010283245583,0.002333574354851467
101,short-period,-0.6869917911888663,1.681519722334032,0.378207119087098,0.2676221757159725,0.8674817961120219,0.01729891233394769,0.11521929155341655
101,dutch-roll,-0.7808047933618776,1.1468551454181348,0.562774847282886,0.1825276654036706,0.027143698008196375,0.9019838653430653,0.07087243664790456
101,phugoid,-0.029768203979176892,0.1899303759458299,0.15484188561211967,0.030228358175080846,0.09001896622160341,3.196284029055367e-05,0.909949070937599
101,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
102,roll,-5.34189346984361,0.0,1.0,0.0,0.08645119639639406,0.905184622003022,0.008364181599969092
102,short-period,-0.681466651361346,1.6576752110874808,0.3802223547462144,0.2638272038854736,0.8516286965043196,0.03110541308681883,0.11726589040825677
102,dutch-roll,-0.731114138493679,1.2056412279172612,0.5185208411303514,0.19188376101841453,0.0577986344666557,0.8646356535048421,0.07756571202770482
102,phugoid,-0.02927939237516453,0.18976906535177337,0.15248529305748298,0.03020268479666366,0.08977144718993844,5.899019065886543e-05,0.910169562618896
102,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
103,roll,-2.6740863639297525,0.0,1.0,0.0,0.18492362691303224,0.7549307659854542,0.06014560710103581
103,short-period,-0.6764463270158264,1.6291044889749733,0.3834812889272292,0.2592800322335631,0.8368046389341669,0.04262420030025753,0.120571160764979
103,dutch-roll,-0.5920189701924865,1.2755004394338907,0.42100736607100014,0.20300219985178838,0.09203258138201906,0.8217346327161901,0.08623278590103209
103,phugoid,-0.02879868162863614,0.18962271764954394,0.15015178597563858,0.030179392836443705,0.08953437497995595,8.522527904952742e-05,0.9103803997404882
103,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
104,roll,-14.714068335794323,0.0,1.0,0.0,0.026919973730320686,0.9711508972299807,0.0019291290391802245
104,short-period,-0.6619305391987266,1.5985563604026385,0.3825782588336338,0.25441814656906925,0.8603246166126852,0.014308005629437173,0.1253673777572617
104,dutch-roll,-0.7545369244180495,1.1302601149645863,0.5552248947615346,0.17988648427622783,0.025298406026660253,0.9001456878033418,0.07455590616916469
104,phugoid,-0.02829869292458736,0.18945002562008906,0.14773381918649925,0.030151908046323388,0.0895845114311826,2.566357411064731e-05,0.9103898249941993
104,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
105,roll,-6.427767284684681,0.0,1.0,0.0,0.07159550494035173,0.9229298392457814,0.005474655813257641
105,short-period,-0.6493254472285999,1.559875155408466,0.3843014209905592,0.2482618415894958,0.8433580639543139,0.02658998889716877,0.13005194714791102
105,dutch-roll,-0.7083285863859581,1.167631841885979,0.5186620406375311,0.18583437934764793,0.05799136271279366,0.8579224872637438,0.08408615002267021
105,phugoid,-0.02779771348406816,0.1892700048353464,0.1453092191665735,0.03012325684857231,0.08932675848650108,5.185415302737272e-05,0.9106213873599645
105,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
106,roll,-3.096136557636076,0.0,1.0,0.0,0.15405060501601045,0.8072161542230251,0.03873324076042328
106,short-period,-0.6367664924333499,1.5162711628591117,0.3871976478282076,0.2413220506367239,0.8229340094392413,0.040962899669118154,0.13610309089104644
106,dutch-roll,-0.5957635764219026,1.2253935455676956,0.4372438534173113,0.19502744001000247,0.1030433841356631,0.8009698151327159,0.0959868007308814
106,phugoid,-0.027271278478520154,0.18912045077203152,0.1427243226317868,0.03009945458013627,0.08908093880734584,7.756613654413217e-05,0.9108414950556033
106,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
107,roll,-1.8619964130877817,0.0,1.0,0.0,0.2770065126423209,0.5148699973078334,0.20812349004964417
107,short-period,-0.6233186194442931,1.4726266352700066,0.3897907666028036,0.23437580833200722,0.823365154059594,0.03212734900550649,0.14450749693430234
107,dutch-roll,-0.41150744924146265,1.217294337403256,0.32024712617167184,0.19373841099550168,0.09815915833273348,0.7943872121675633,0.10745362949896503
107,phugoid,-0.026673024415722595,0.1888412692320015,0.13985752366828863,0.030055021458020487,0.08879497997667113,0.00010379635516431398,0.9111012236676583
107,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
108,roll,-1.3432553217143883,0.0,1.0,0.0,0.20622732445742753,0.443393052325222,0.35037962321706206
108,short-period,-0.6052303500533858,1.4245893467767776,0.3910201803967069,0.2267304364155784,0.8267579067400048,0.019244716488845112,0.15399737677054734
108,dutch-roll,-0.25424997540824323,1.12886306695349,0.2197225880679617,0.17966413717952515,0.0671737864579826,0.8098409757271327,0.1229852378141259
108,phugoid,-0.026079620383078355,0.18860215723476167,0.1369751381660496,0.03001696560170719,0.08853042944304902,0.0001310065186851039,0.91133856403776
108,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
109,roll,-1.0603199457413146,0.0,1.0,0.0,0.12727540275453567,0.4600229370792297,0.4127016601658816
109,short-period,-0.5865540405630773,1.3722241266266995,0.3930461659243027,0.21839625278259814,0.820587364174783,0.015194274067917117,0.16421836175669866
109,dutch-roll,-0.15020600999129796,1.0189160255188707,0.1458412705135839,0.16216552205687607,0.04875802823989241,0.8060118354395757,0.14523013631977158
109,phugoid,-0.025442977784924044,0.18830560389238174,0.13389864171219074,0.029969767671377,0.08824762214937996,0.00015739804002270314,0.9115949798100919
109,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
110,roll,-0.7885854194998413,1.127340974953735,0.5731924168825434,0.17942188871392353,0.0049116176401454315,0.9285652796866988,0.06652310267229611
110,short-period,-0.6855897023891285,1.674098996401863,0.37897898030787236,0.26644113050253765,0.8770433648421243,0.006400302117853319,0.11655633303940086
110,dutch-roll,-0.7885854194998413,1.127340974953735,0.5731924168825434,0.17942188871392353,0.0049116176401454315,0.9285652796866988,0.06652310267229611
110,phugoid,-0.02955372059353899,0.18988266948853222,0.1537904146838367,0.030220765456584517,0.09004437858964756,7.833527209772913e-06,0.9099477878826351
110,spiral,-0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
111,roll,-0.7797586068420282,1.1439695822297664,0.5632280183403219,0.18206841375863778,0.023014489418851376,0.9069272067042315,0.07005830387607835
111,short-period,-0.6851657086888832,1.6717529637105433,0.3792333936013348,0.2660677478030589,0.8687403164458007,0.014892860061544586,0.11636682349203871
111,dutch-roll,-0.7797586068420282,1.1439695822297664,0.5632280183403219,0.18206841375863778,0.023014489418851376,0.9069272067042315,0.07005830387607835
111,phugoid,-0.02950352121278189,0.18986298376973865,0.15355089606713515,0.030217632377130203,0.08996018190103681,2.742619033138008e-05,0.9100123919081247
111,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
112,roll,-0.7410360815239769,1.1925499313986596,0.527790917854609,0.18980021646599737,0.0482582323845623,0.875748455503835,0.07599331211079467
112,short-period,-0.6805626703281676,1.651639779585562,0.3809774855936565,0.2628666351282507,0.8557574678445778,0.0261538613538159,0.11808867080099755
112,dutch-roll,-0.7410360815239769,1.1925499313986596,0.527790917854609,0.18980021646599737,0.0482582323845623,0.875748455503835,0.07599331211079467
112,phugoid,-0.029106295678265517,0.1897249953298648,0.15163900130312974,0.030195670834834744,0.08975432407716069,4.8617003014003576e-05,0.9101970589193185
112,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
113,roll,-0.6356687554719236,1.2615476103947312,0.4499835164900368,0.20078153814009,0.0810260122959908,0.8354611060993452,0.08351288160389317
113,short-period,-0.6754338701765186,1.6267433836991454,0.3834657616955876,0.25890425065775474,0.8408484628870693,0.038383589998871384,0.12076794711345934
113,dutch-roll,-0.6356687554719236,1.2615476103947312,0.4499835164900368,0.20078153814009,0.0810260122959908,0.8354611060993452,0.08351288160389317
113,phugoid,-0.028712898263438556,0.18960893480826915,0.14972520370477493,0.03017719922912497,0.08954393117137832,7.178278656671088e-05,0.9103842860415483
113,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
114,roll,-0.7578000987109,1.1305063797440684,0.5567988506413494,0.17992567853319183,0.02115327273333181,0.9057407746251749,0.07310595264065467
114,short-period,-0.6642006041423163,1.6004900269424067,0.3833019857556018,0.25472589915716476,0.8623541574434738,0.012560926115824286,0.12508491644008463
114,dutch-roll,-0.7578000987109,1.1305063797440684,0.5567988506413494,0.17992567853319183,0.02115327273333181,0.9057407746251749,0.07310595264065467
114,phugoid,-0.028272158972146626,0.18943053713828564,0.14761317128362955,0.03014880635811102,0.08957430126245816,2.131511437328218e-05,0.910404383622661
114,spiral,-0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
115,roll,-0.7200369219807504,1.1617575030672076,0.5268060978379249,0.18489944928724386,0.04780054416128319,0.8709981648876344,0.08120129095027774
115,short-period,-0.6532282292816388,1.567444946959369,0.3846786916766391,0.24946661133299727,0.8483135136819181,0.022627798240189317,0.12905868807728293
115,dutch-roll,-0.7200369219807504,1.1617575030672076,0.5268060978379249,0.18489944928724386,0.04780054416128319,0.8709981648876344,0.08120129095027774
115,phugoid,-0.027831016017751023,0.18928843377854687,0.14546575790598995,0.030126189905978627,0.08936459811579629,4.3383130413787775e-05,0.9105920187532827
115,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
116,roll,-0.6324863485058565,1.215043131648361,0.461734213009779,0.1933801204716932,0.08552336975512836,0.8230592408146811,0.09141738942943094
116,short-period,-0.6416147171442909,1.5298015253053403,0.38677027453830387,0.24347547470186612,0.8304902362086412,0.03543293042349905,0.13407683336726076
116,dutch-roll,-0.6324863485058565,1.215043131648361,0.461734213009779,0.1933801204716932,0.08552336975512836,0.8230592408146811,0.09141738942943094
116,phugoid,-0.02737195915715916,0.18914490297135603,0.14322230575006997,0.030103346268528234,0.08914480078046415,6.71380951102072e-05,0.9107880611239187
116,spiral,-0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
117,roll,-0.4727846241695409,1.2339406848297472,0.3577869087535152,0.19638775947285278,0.0996087506438839,0.7983966231685696,0.10199462618680641
117,short-period,-0.6302911746476021,1.4909214571612552,0.3893867349368297,0.23728751966898526,0.8240364446974314,0.03506691227896375,0.14089664302300806
117,dutch-roll,-0.4727846241695409,1.2339406848297472,0.3577869087535152,0.19638775947285278,0.0996087506438839,0.7983966231685696,0.10199462618680641
117,phugoid,-0.026884154370455104,0.18892729728154195,0.14087975323035692,0.030068713247349402,0.08891537935763573,8.720900538156019e-05,0.9109974116364762
117,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
118,roll,-0.3112401516594781,1.1721303937628915,0.2566402086683198,0.18655034611561389,0.07192840426207246,0.8141019766272379,0.11396961910992948
118,short-period,-0.6147944245403962,1.449937033995081,0.3903720589757475,0.23076464613231865,0.8294567933497369,0.021424968288918853,0.14911823836074106
118,dutch-roll,-0.3112401516594781,1.1721303937628915,0.2566402086683198,0.18655034611561389,0.07192840426207246,0.8141019766272379,0.11396961910992948
118,phugoid,-0.02635920836304935,0.18868767477615608,0.13835406807183576,0.03003057614114118,0.08866934025882642,0.00010788926233996759,0.9112227704783273
118,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
119,roll,-0.19496168605654243,1.0740731559348675,0.17859781933760943,0.17094405200934626,0.05171246394620979,0.8163548426670454,0.13193269338597705
119,short-period,-0.5979071634784655,1.4045894097417935,0.3916713811290568,0.223547347574934,0.8269734173962862,0.015214719267424133,0.1578118633356856
119,dutch-roll,-0.19496168605654243,1.0740731559348675,0.17859781933760943,0.17094405200934626,0.05171246394620979,0.8163548426670454,0.13193269338597705
119,phugoid,-0.025821717357249013,0.1884900617857012,0.1357248110964755,0.029999125056891115,0.0884425007762621,0.00013166341086129937,0.9114258358123707
119,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
120,roll,-0.7868777704400018,1.1279478377615118,0.5721509892838615,0.1795184739295598,0.004396592417382611,0.9292198661528929,0.06638354142886387
120,short-period,-0.6842984725977042,1.6666664715980561,0.3798118713443152,0.2652582074403586,0.8765270847535527,0.0061385245459516765,0.11733439069987357
120,dutch-roll,-0.7868777704400018,1.1279478377615118,0.5721509892838615,0.1795184739295598,0.004396592417382611,0.9292198661528929,0.06638354142886387
120,phugoid,-0.02934723207818828,0.18978966964691635,0.15281415085533548,0.030205964072084587,0.08997148403886378,8.36384928727384e-06,0.9100201521113414
120,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
121,roll,-0.7792457786977569,1.1420749047610728,0.5636124742817625,0.18176686647393034,0.019894733806723137,0.9106237857933969,0.06948148039903736
121,short-period,-0.6838939656966835,1.6645225426730794,0.380038093240296,0.2649169905543109,0.869597950702486,0.01321370592251945,0.11718834337437704
121,dutch-roll,-0.7792457786977569,1.1420749047610728,0.5636124742817625,0.18176686647393034,0.019894733806723137,0.9106237857933969,0.06948148039903736
121,phugoid,-0.029310201662454793,0.1897521639017861,0.15265528856573563,0.03019999484735276,0.08990259556882846,2.224860956594617e-05,0.9100751558210982
121,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
122,roll,-0.7474539531140498,1.1834209475092101,0.5340084132847728,0.1883472935545852,0.04139003330833277,0.883921979737561,0.07468798695329008
122,short-period,-0.6799886331976754,1.6470039147100382,0.3816184366102547,0.262128814317805,0.858614148402984,0.022663577926953272,0.11872227366945139
122,dutch-roll,-0.7474539531140498,1.1834209475092101,0.5340084132847728,0.1883472935545852,0.04139003330833277,0.883921979737561,0.07468798695329008
122,phugoid,-0.02896613437688212,0.18967465867987712,0.15096459712259933,0.030187659508170515,0.08972937624957567,4.219103642544105e-05,0.9102284327134919
122,spiral,-0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
123,roll,-0.6648839148103329,1.246812117978082,0.4705427520903648,0.19843631168308715,0.07043984847421318,0.8481900296174769,0.0813701219075276
123,short-period,-0.6749882567521674,1.6250126383552752,0.3835980921670272,0.25862879398104455,0.8450311854723179,0.0339858870306516,0.1209829274964271
123,dutch-roll,-0.6648839148103329,1.246812117978082,0.4705427520903648,0.19843631168308715,0.07043984847421318,0.8481900296174769,0.0813701219075276
123,phugoid,-0.028612515802620378,0.18951777264700187,0.14928360324166395,0.030162690320536343,0.0895340559172343,6.094547978593614e-05,0.910404998602473
123,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
124,roll,-0.7601839897898801,1.1306863888068546,0.5579444505167652,0.17995432786533558,0.017995261925121426,0.9100195747745541,0.07198516329948167
124,short-period,-0.6658274378919108,1.6018064520947128,0.3838332998105295,0.2549354147273648,0.8637980280139749,0.01132985172921257,0.12487212025619399
124,dutch-roll,-0.7601839897898801,1.1306863888068546,0.5579444505167652,0.17995432786533558,0.017995261925121426,0.9100195747745541,0.07198516329948167
124,phugoid,-0.02822814929377964,0.1894090788366201,0.14740472054191914,0.03014539116333059,0.08957379983886585,1.9134601117848145e-05,0.9104070655595087
124,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
125,roll,-0.7283490110241736,1.157269812392693,0.5326549171352364,0.18418521113332745,0.040570182923529687,0.8804018406917657,0.07902797638389071
125,short-period,-0.6562138983333348,1.5729271807676457,0.38502908856641,0.25033913594277,0.8518313868398806,0.019814792566007548,0.1283538205935
125,dutch-roll,-0.7283490110241736,1.157269812392693,0.5326549171352364,0.18418521113332745,0.040570182923529687,0.8804018406917657,0.07902797638389071
125,phugoid,-0.02783973990300449,0.18926705112880382,0.14552648123435627,0.03012278675157562,0.08937749127693366,3.66491483047778e-05,0.9105858595742542
125,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
126,roll,-0.6580142609343517,1.2058064544565723,0.4790213636380527,0.19191005763887586,0.07233931650867789,0.8397611773598,0.08789950613074698
126,short-period,-0.6455508059086981,1.5400724067301035,0.3865810128788588,0.2451101362505279,0.8364663507197766,0.030925365288051926,0.1326082839915687
126,dutch-roll,-0.6580142609343517,1.2058064544565723,0.4790213636380527,0.19191005763887586,0.07233931650867789,0.8397611773598,0.08789950613074698
126,phugoid,-0.02744356222174816,0.1891054306744139,0.14361860361998088,0.030097064057354704,0.08917777851313131,5.5142466873599597e-05,0.9107670790194881
126,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
127,roll,-0.5219640499635452,1.2391621354967253,0.38819064957527866,0.19721877915661282,0.09592078897271035,0.8062854515884945,0.09779375943804909
127,short-period,-0.6352416950412608,1.5048660311132918,0.38889608161082484,0.23950686754276235,0.8259269411945453,0.035793312964619795,0.1382797458402376
127,dutch-roll,-0.5219640499635452,1.2391621354967253,0.38819064957527866,0.19721877915661282,0.09592078897271035,0.8062854515884945,0.09779375943804909
127,phugoid,-0.027027499582492624,0.18896996889849874,0.1415845554080279,0.030075504646117798,0.08899106669542554,7.66836964743692e-05,0.9109322496075932
127,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
128,roll,-0.3629952966356664,1.2017502025588394,0.28915262818573856,0.19126448509892577,0.07583403345948381,0.816405178729959,0.10776078780979677
128,short-period,-0.6220422871264559,1.4690780415530418,0.38991073203748544,0.23381103210092744,0.8306712091845092,0.023877289064298327,0.14545150175058938
128,dutch-roll,-0.3629952966356664,1.2017502025588394,0.28915262818573856,0.19126448509892577,0.07583403345948381,0.816405178729959,0.10776078780979677
128,phugoid,-0.026564676042584126,0.1887822348327455,0.1393431703380694,0.030045625841566434,0.08878094213041758,9.538402302585827e-05,0.9111236738460501
128,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
129,roll,-0.23805432377013333,1.1177450580691777,0.20830539385238314,0.17789465110824723,0.05459498921552663,0.8229715309966407,0.12243347978706084
129,short-period,-0.6067699501838197,1.4293271154000389,0.3907620060540855,0.22748447571119612,0.83103560191821,0.01590986004152156,0.15305453803966282
129,dutch-roll,-0.23805432377013333,1.1177450580691777,0.20830539385238314,0.17789465110824723,0.05459498921552663,0.8229715309966407,0.12243347978706084
129,phugoid,-0.026105664482838496,0.18858599262097833,0.13712088786084367,0.0300143929235204,0.0885833329760436,0.00011399530331871362,0.9113026717201315
129,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
130,roll,-0.7855982057247161,1.1283637264124378,0.5713827987028554,0.1795846646641305,0.0040764828014656545,0.9296808711231406,0.06624264607453247
130,short-period,-0.6833108171696715,1.6605551364432574,0.38053686256982006,0.2642855582415811,0.8760679301285627,0.00595754920916732,0.11797452066164765
130,dutch-roll,-0.7855982057247161,1.1283637264124378,0.5713827987028554,0.1795846646641305,0.0040764828014656545,0.9296808711231406,0.06624264607453247
130,phugoid,-0.02921921417564067,0.18975528508047845,0.15218994941518926,0.030200491598369926,0.08991882000935632,7.772576057656645e-06,0.9100734074140784
130,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
131,roll,-0.7788710156242049,1.1405857016657786,0.5639292747125535,0.1815298524400465,0.017451380976816436,0.9135680642528463,0.06898055476949175
131,short-period,-0.6829325413136508,1.6587594398604613,0.3807087887161087,0.2639997642541359,0.8701796219304123,0.01197495428873477,0.11784542378023448
131,dutch-roll,-0.7788710156242049,1.1405857016657786,0.5639292747125535,0.1815298524400465,0.017451380976816436,0.9135680642528463,0.06898055476949175
131,phugoid,-0.02919079181682318,0.189751394454304,0.15204837934110454,0.03019987238598254,0.08987922678199334,1.8981370894682957e-05,0.9101017918466046
131,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
132,roll,-0.7519130202090302,1.176733642673209,0.5384457078198607,0.18728297593397328,0.036150513001351206,0.8902067486556744,0.07364273834215222
132,short-period,-0.6794867694913376,1.6431609582747126,0.38213959130974756,0.2615171888050361,0.8606743337511829,0.020089966566487743,0.11923569968171623
132,dutch-roll,-0.7519130202090302,1.176733642673209,0.5384457078198607,0.18728297593397328,0.036150513001351206,0.8902067486556744,0.07364273834215222
132,phugoid,-0.028868976996235536,0.18962820626250831,0.15050574450630413,0.030180266376327702,0.08970173369572759,3.555246398883802e-05,0.9102627138397764
132,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
133,roll,-0.6850490945441574,1.2339255524250046,0.48539108723564184,0.19638535107583713,0.061494785431293275,0.8588456394343656,0.07965957513354907
133,short-period,-0.6748319671652331,1.6236857695987676,0.38378960287813585,0.2584176162596122,0.8485833256561024,0.030208612380117763,0.12120806196317375
133,dutch-roll,-0.6850490945441574,1.2339255524250046,0.48539108723564184,0.19638535107583713,0.061494785431293275,0.8588456394343656,0.07965957513354907
133,phugoid,-0.0285367173748139,0.18951499323005716,0.14889904519175834,0.030162247962590677,0.0895444590169215,5.3210892961172304e-05,0.9104023300896105
133,spiral,0.0,0.0,,0.0,0.0,0.0,0.9999999999989999
