2.3573,0.75986,0.47321,0.35319,0.2872
2.3759,0.77029,0.48174,0.36082,0.29409
0,0,0.48854,0.36673,0.29948
0,0,0.49948,0.37602,0.30774
0,0,0.50799,0,0.31418
