0.962936,2.52573,3.56656,4.40474,5.12753
0.225676,1.19758,1.84328,2.36268,2.81035
0,0,1.20652,1.60802,1.95395
0,0,0.632303,0.927448,1.18159
0,0,0.348859,0,0.800298
