0.848124,0.718913,0.681503,0.661704,0.648923
0.809552,0.703457,0.672609,0.656238,0.64565
0,0,0.667176,0.652838,0.643553
0,0,0.660487,0.648545,0.640794
0,0,0.656352,0,0.638982
