x_cg,y_cg,z_cg,mass,Ixx,Iyy,Izz,Ixy,Iyz,Izx,body_lengths_total,body_lengths_nose,body_lengths_tail,body_widths_maximum,body_heights_maximum,wing_aspect_ratio,wing_sweeps_quarter_chord,wing_thickness_to_chord,wing_taper,wing_spans_projected,wing_chords_root,wing_chords_tip,wing_chords_mean_aerodynamic,wing_areas_reference,wing_twists_root,wing_twists_tip,wing_origin_x,wing_origin_y,wing_origin_z,wing_vertical,wing_symmetric,wing_high_lift,wing_dihedral,wing_root_percent_span_location,wing_root_twist,wing_root_root_chord_percent,wing_root_thickness_to_chord,wing_root_dihedral_outboard,wing_root_sweeps_quarter_chord,wing_yehudi_percent_span_location,wing_yehudi_twist,wing_yehudi_root_chord_percent,wing_yehudi_thickness_to_chord,wing_yehudi_dihedral_outboard,wing_yehudi_sweeps_quarter_chord,wing_section2_percent_span_location,wing_section2_twist,wing_section2_root_chord_percent,wing_section2_thickness_to_chord,wing_section2_dihedral_outboard,wing_section2_sweeps_quarter_chord,wing_tip_percent_span_location,wing_tip_twist,wing_tip_root_chord_percent,wing_tip_thickness_to_chord,wing_tip_dihedral_outboard,wing_tip_sweeps_quarter_chord,htail_aspect_ratio,htail_sweeps_quarter_chord,htail_thickness_to_chord,htail_taper,htail_spans_projected,htail_chords_root,htail_chords_tip,htail_chords_mean_aerodynamic,htail_areas_reference,htail_twists_root,htail_twists_tip,htail_origin_x,htail_origin_y,htail_origin_z,htail_vertical,htail_symmetric,htail_high_lift,htail_dihedral,vtail_aspect_ratio,vtail_sweeps_quarter_chord,vtail_thickness_to_chord,vtail_taper,vtail_spans_projected,vtail_chords_root,vtail_chords_tip,vtail_chords_mean_aerodynamic,vtail_areas_reference,vtail_twists_root,vtail_twists_tip,vtail_origin_x,vtail_origin_y,vtail_origin_z,vtail_vertical,vtail_symmetric,vtail_high_lift,vtail_dihedral
15.30987849,0.0,-0.48023939,79015.8,3173074.17,3019041.443,11460034.866,0,0,0,38.02,6.4,8.0,3.74,3.74,10.18,0.4363323129985824,0.1,0.1,34.32,7.76,0.782,4.235,124.862,0.06981317007977318,0.0,13.61,0,-0.93,False,True,True,0.0,0.0,0.06981317007977318,1.0,0.1,0.04363323129985824,0.49261918137539956,0.324,0.000823673233893684,0.5,0.1,0.09599310885968812,0.4363323129985824,0.963,4.5029494701453696e-05,0.22,0.1,0.09599310885968812,0.990474350506782,1.0,0.0,0.10077,0.1,0.0,0.0,6.16,0.6981317007977318,0.08,0.2,14.2,4.7,0.955,3.0,32.488,0.05235987755982989,0.05235987755982989,32.83,0,1.14,False,True,False,0.0,1.91,0.4363323129985824,0.08,0.25,7.777,8.19,0.95,4.0,27.316,0.0,0.0,28.79,0,1.54,True,False,False,0.0
